pcf_id,year_of_reporting,product_name,product_detail,company,country,company's_gics_industry_group,company's_gics_industry,company's_sector,product_weight,product's_carbon_footprint,carbon_intensity
15398,2015,Industrial Solutions,"LCD screen diagonal size: 27"", Gross weight with packaging: 14.2 Kg, Power consumption: 80W(full load), Excluded from the study of carbon footprint of product were CD、Manual and Quick Start Guide",Qisda,Taiwan,Technology Hardware & Equipment,Not used for 2015 reporting,"Computer, IT & telecom",14.2,146.41,10.31
15398,2016,Industrial Solutions,"LCD screen diagonal size: 475.2mm*267.3mm, Gross weight with packaging: 7 Kg, Power consumption: 64.4W, Excluded from the study of carbon footprint of product were CD?Manual and Quick Start Guide",Qisda,Taiwan,Technology Hardware & Equipment,"Electronic Equipment, Instruments & Components","Computer, IT & telecom",7.0,66.16,9.45
15398,2013,Projector  Weight: 7.5Kg Lamp: 24 pcs laser with phosphor Excluded from the study of carbon footprint of product were CD、Manual and Quick Start Guide.,Projector  Weight: 7.5Kg Lamp: 24 pcs laser with phosphor Excluded from the study of carbon footprint of product were CD、Manual and Quick Start Guide.,Qisda,Taiwan,Technology Hardware & Equipment,Computers & Peripherals,"Computer, IT & telecom",7.5,182.927,24.39
15398,2013,"Mobile phone Weight: 0.11kg Screen Diagonal: 3.7"" WVGA (800*480) 16M Color TFT-LCD Power Consumption: Standby time(1300m Ah): Up to 4 hrs depends on real-network Excluded from the study of carbon footprint of product were CD、Manual and Quick Start Guide.","Mobile phone Weight: 0.11kg Screen Diagonal: 3.7"" WVGA (800*480) 16M Color TFT-LCD Power Consumption: Standby time(1300m Ah): Up to 4 hrs depends on real-network Excluded from the study of carbon footprint of product were CD、Manual and Quick Start Guide.",Qisda,Taiwan,Technology Hardware & Equipment,Computers & Peripherals,"Computer, IT & telecom",0.11,18.756,170.51
15398,2013,Digital Photo Frame Weight: 0.8 kg Diagonal size: 7D Overall Dimension: 238*202*39.7mm Excluded from the study of carbon footprint of product were CD、Manual and Quick Start Guide.,Digital Photo Frame Weight: 0.8 kg Diagonal size: 7D Overall Dimension: 238*202*39.7mm Excluded from the study of carbon footprint of product were CD、Manual and Quick Start Guide.,Qisda,Taiwan,Technology Hardware & Equipment,Computers & Peripherals,"Computer, IT & telecom",0.8,25.517,31.9
15398,2013,Scanner  Weight: 1.4 kg Power supply: 12V/1.5A Excluded from the study of carbon footprint of product were CD、Manual and Quick Start Guide.,Scanner  Weight: 1.4 kg Power supply: 12V/1.5A Excluded from the study of carbon footprint of product were CD、Manual and Quick Start Guide.,Qisda,Taiwan,Technology Hardware & Equipment,Computers & Peripherals,"Computer, IT & telecom",1.4,20.886,14.92
15398,2014,Monitor,"27” LCD Monitor,  Gross weight with packageing: 11 Kg, Diagonal size: 27"", Power consumption: <35W (on mode), <0.5W (power saving mode), <0.5W (off mode), Excluded from the study of carbon footprint of product were CD、Manual and Quick Start Guide",Qisda,Taiwan,Technology Hardware & Equipment,Computers & Peripherals,"Computer, IT & telecom",11.0,105.56,9.6
15398,2014,42' Industrial Solutions,"LCD screen diagonal size: 41.92"", Gross weight with packageing: 23 Kg, Power consumption: 54.85W, Excluded from the study of carbon footprint of product were CD、Manual and Quick Start Guide",Qisda,Taiwan,Technology Hardware & Equipment,Computers & Peripherals,"Computer, IT & telecom",23.0,174.46,7.59
15398,2014,Mobile Infotainment,"Overall Dimension: 202mm*122mm*12mm, Gross weight with packageing: 0.7 Kg, Excluded from the study of carbon footprint of product were CD、Manual and Quick Start Guide",Qisda,Taiwan,Technology Hardware & Equipment,Computers & Peripherals,"Computer, IT & telecom",0.7,25.72,36.74
15398,2014,Surveillance Camera & Products,"Imaging Device: 1/6.9-inch, Minimum Illumination: 3Lux, Gross weight with packageing: 0.162 Kg, Excluded from the study of carbon footprint of product were CD、Manual and Quick Start Guide",Qisda,Taiwan,Technology Hardware & Equipment,Computers & Peripherals,"Computer, IT & telecom",0.162,6.13,37.84
15673,2013,BlackBerry Bold 9900,Field not included in 2013 data,BlackBerry Limited,Canada,Telecommunication Services,Wireless Telecommunication Services,"Computer, IT & telecom",0.13,52.2,401.54
15673,2014,BlackBerry Z10,Touchscreen Smartphone,BlackBerry Limited,Canada,Technology Hardware & Equipment,Communications Equipment,"Computer, IT & telecom",0.1375,57.1,415.27
15673,2015,BlackBerry Passport,Smartphone,BlackBerry Limited,Canada,Technology Hardware & Equipment,Not used for 2015 reporting,"Computer, IT & telecom",0.205,65.1,317.56
15673,2016,BlackBerry Passport,Smartphone in a fiber-based package,BlackBerry Limited,Canada,Technology Hardware & Equipment,"Electronic Equipment, Instruments & Components","Computer, IT & telecom",0.205,65.1,317.56
15673,2016,BlackBerry Classic,Smartphone in a fiber-based package,BlackBerry Limited,Canada,Technology Hardware & Equipment,"Electronic Equipment, Instruments & Components","Computer, IT & telecom",0.178,62.8,352.81
15673,2016,BlackBerry Priv,Smartphone in a fiber-based package,BlackBerry Limited,Canada,Technology Hardware & Equipment,"Electronic Equipment, Instruments & Components","Computer, IT & telecom",0.192,79.9,416.15
15763,2017,Ricoh SP C352DN,Ricoh SP C352DN is a 30 prints/minute Full color printer with A4/Letter size paper size print and automatic duplex capability. The emissions data of this product is provided as a case example of our entire image solution business products line.,"Ricoh Co., Ltd.",Japan,Technology Hardware & Equipment,"Electronic Equipment, Instruments & Components","Computer, IT & telecom",33.0,1640.0,49.7
15763,2013,"Ricoh Aficio MP 6002SP, a Mono-chrome MFP (Multi-function products) products that function as Copier, Network Printer, Scanner, (Facsimile).","Ricoh Aficio MP 6002SP, a Mono-chrome MFP (Multi-function products) products that function as Copier, Network Printer, Scanner, (Facsimile).","Ricoh Co., Ltd.",Japan,Technology Hardware & Equipment,Office Electronics,"Computer, IT & telecom",214.0,2400.0,11.21
15763,2013,"Ricoh Aficio MP C5502G, a Full-color MFP (Multi-function products) products that function as Copier, Network Printer, Scanner, (Facsimile).","Ricoh Aficio MP C5502G, a Full-color MFP (Multi-function products) products that function as Copier, Network Printer, Scanner, (Facsimile).","Ricoh Co., Ltd.",Japan,Technology Hardware & Equipment,Office Electronics,"Computer, IT & telecom",130.0,2100.0,16.15
15763,2013,"Ricoh Aficio SP 8300DN, a high-speed Mono-chrome Network Printer","Ricoh Aficio SP 8300DN, a high-speed Mono-chrome Network Printer","Ricoh Co., Ltd.",Japan,Technology Hardware & Equipment,Office Electronics,"Computer, IT & telecom",73.0,1297.0,17.77
15763,2013,"Ricoh Aficio SP C831DN, a high-speed Full-colour Network Printer","Ricoh Aficio SP C831DN, a high-speed Full-colour Network Printer","Ricoh Co., Ltd.",Japan,Technology Hardware & Equipment,Office Electronics,"Computer, IT & telecom",97.0,3210.0,33.09
15763,2013,"Ricoh Pro C751EX, a Production Printer (Full Color) that is used primarily for high-speed and production type (large print volume) job","Ricoh Pro C751EX, a Production Printer (Full Color) that is used primarily for high-speed and production type (large print volume) job","Ricoh Co., Ltd.",Japan,Technology Hardware & Equipment,Office Electronics,"Computer, IT & telecom",550.0,7368.0,13.4
15763,2014,Ricoh MP C5503,Ricoh MP C5503 is a hi-speed color MFP (Multi-function product) with; - Colour output at 55 pages a minute - Single Pass Duplex Feeder - Wide selection of finishing options - SRA3 media handling  The emissions data of this product is provided as a case example of our entire image solution business products line which covers 77% of Ricoh's total revenue.,"Ricoh Co., Ltd.",Japan,Technology Hardware & Equipment,Office Electronics,"Computer, IT & telecom",99.9,1940.0,19.42
15763,2014,Ricoh MP C8002SP: The product is a high-speed (80 images/minute) color multi-functional product (MFP) and is a major representative of our image solution products business.  The lifecycle emissions data of this product is provided as a case example of our entire image solution business products line which covers 77% of Ricoh's total revenue.,BLANK,"Ricoh Co., Ltd.",Japan,Technology Hardware & Equipment,Office Electronics,"Computer, IT & telecom",241.0,6140.0,25.48
15763,2015,Ricoh MP 6054SPG,Ricoh MP 6054SPG is a high-speed color MFP (Multi-function product) with; - Colour output at 60 pages a minute - Single Pass Duplex Feeder - Wide selection of finishing options. The emissions data of this product is provided as a case example of our entire image solution business products line which covers 89% of Ricoh's total revenue.,"Ricoh Co., Ltd.",Japan,Technology Hardware & Equipment,Not used for 2015 reporting,"Computer, IT & telecom",74.0,1330.0,17.97
15763,2015,RICOH Pro C7110S QX100,BLANK,"Ricoh Co., Ltd.",Japan,Technology Hardware & Equipment,Not used for 2015 reporting,"Computer, IT & telecom",600.0,8080.0,13.47
16290,2013,SBS Board,Field not included in 2013 data,Sappi,South Africa,Materials,Paper & Forest Products,Construction & commercial materials,1000.0,968.0,0.97
16290,2014,AlgroDesign,SBS Board,Sappi,South Africa,Materials,Paper & Forest Products,Construction & commercial materials,1000.0,1031.6,1.03
16290,2013,One side coated label paper,Field not included in 2013 data,Sappi,South Africa,Materials,Paper & Forest Products,Construction & commercial materials,1000.0,949.0,0.95
16290,2014,Parade Prima,One side coated label paper,Sappi,South Africa,Materials,Paper & Forest Products,Construction & commercial materials,1000.0,1042.8,1.04
16290,2013,Uncoated flexible packaging paper,Field not included in 2013 data,Sappi,South Africa,Materials,Paper & Forest Products,Construction & commercial materials,1000.0,1033.0,1.03
16290,2014,"Leine Mühle, Leine Silk",Uncoated flexible packaging paper,Sappi,South Africa,Materials,Paper & Forest Products,Construction & commercial materials,1000.0,1060.9,1.06
16290,2013,One side coated flexible packaging paper,Field not included in 2013 data,Sappi,South Africa,Materials,Paper & Forest Products,Construction & commercial materials,1000.0,973.0,0.97
16290,2014,Algro Helix,One side coated flexible packaging paper,Sappi,South Africa,Materials,Paper & Forest Products,Construction & commercial materials,1000.0,1082.6,1.08
16423,2013,Acti9 – Residual current circuit breaker – iID K. The main function of the iID K product range is to ensure protection of people against electric shocks. PEP of this product is available here: http://planet.schneider-electric.com/C12577A200268439/all/14AA652B755F340C852577F3006F06D0/$File/envpep100201en.pdf,Acti9 – Residual current circuit breaker – iID K. The main function of the iID K product range is to ensure protection of people against electric shocks. PEP of this product is available here: http://planet.schneider-electric.com/C12577A200268439/all/14AA652B755F340C852577F3006F06D0/$File/envpep100201en.pdf,Schneider Electric,France,Capital Goods,Electrical Equipment,Comm. equipm. & capital goods,0.21,19.1,90.95
16423,2014,ACTI9 IID K 2P 40A 30MA AC-TYPE RESIDUAL CURRENT CIRCUIT BREAKER,"The data provided in this question is an example for a product which possesses a Product Environmental Profile: Acti9 – Residual current circuit breaker – ilD K. The main function of the ilD K product range is to ensure protection of people against electric shocks. PEP of this product is available here: http://www2.schneider-electric.com/sites/corporate/en/products-services/green-premium/check-a-product.page -> checking reference ""A9R50240"".",Schneider Electric,France,Capital Goods,Electrical Equipment,Comm. equipm. & capital goods,0.21,19.1,90.95
16423,2015,ACTI9 IID K 2P 40A 30MA AC-TYPE RESIDUAL CURRENT CIRCUIT BREAKER,"The data provided in this question is an example for a product which possesses a Product Environmental Profile: Acti9 – Residual current circuit breaker – ilD K. The main function of the ilD K product range is to ensure protection of people against electric shocks. PEP of this product is available here: http://www2.schneider-electric.com/sites/corporate/en/products-services/green-premium/check-a-product.page -> checking reference ""A9R50240"".",Schneider Electric,France,Electrical Equipment and Machinery,Not used for 2015 reporting,Comm. equipm. & capital goods,0.21,19.1,90.95
16423,2016,ACTI9 IID K 2P 40A 30MA AC-TYPE RESIDUAL CURRENT CIRCUIT BREAKER,"The data provided in this question is an example for a product which possesses a Product Environmental Profile: Acti9 – Residual current circuit breaker – ilD K. The main function of the ilD K product range is to ensure protection of people against electric shocks. PEP of this product is available here: https://www.reach.schneider-electric.com/CheckProduct.aspx -> checking reference ""A9R50240"".",Schneider Electric,France,Capital Goods,Electrical Equipment,Comm. equipm. & capital goods,0.21,61.23,291.57
17280,2013,Corrugated box,Field not included in 2013 data,Smurfit Kappa Group PLC,Ireland,Materials,Containers & Packaging,Packaging for consumer goods,1000.0,746.0,0.75
17280,2014,Corrugated Box,"Production of corrugated box (including production of raw materials used, fuels consumption, electricity consumption, transport of raw materials)",Smurfit Kappa Group PLC,Ireland,Materials,Containers & Packaging,Packaging for consumer goods,1000.0,746.0,0.75
17280,2015,Corrugated box,"Production of corrugated box, including production of raw materials, fuel consumption, electricity consumption and transport of raw materials",Smurfit Kappa Group PLC,Ireland,Containers & Packaging,Not used for 2015 reporting,Packaging for consumer goods,1000.0,746.0,0.75
17280,2013,Board packaging,Field not included in 2013 data,Smurfit Kappa Group PLC,Ireland,Materials,Containers & Packaging,Packaging for consumer goods,1000.0,964.0,0.96
17280,2014,Solid Board,"Production of solid board packaging (including production of raw materials used, fuels consumption, electricity consumption, transport of raw materials)",Smurfit Kappa Group PLC,Ireland,Materials,Containers & Packaging,Packaging for consumer goods,1000.0,964.0,0.96
17280,2015,Solid Board,"Production of solid board for packaging, including production of raw materials, fuel consumption, electricity consumption and transport of raw materials",Smurfit Kappa Group PLC,Ireland,Containers & Packaging,Not used for 2015 reporting,Packaging for consumer goods,1000.0,964.0,0.96
17296,2014,Sodium Carbonate,Soda Ash Dense is the grade for glass manufacture Soda Ash Light for detergent and chemical applications.,Solvay S.A.,Belgium,Materials,Chemicals,Chemicals,1.0,1.32,1.32
17296,2014,Sodium Bicarbonate,"Sodium bicarbonate serves primarily the food and feed markets and the health sector, and is also used to neutralize acid flue gases",Solvay S.A.,Belgium,Materials,Chemicals,Chemicals,1.0,1.1,1.1
17296,2015,Sodium Bicarbonate,"Sodium bicarbonate serves primarily the food and feed markets and the health sector, and is also used to neutralize acid flue gases",Solvay S.A.,Belgium,Chemicals,Not used for 2015 reporting,Chemicals,1.0,1.01,1.01
17296,2016,Sodium Bicarbonate,"Sodium bicarbonate serves primarily the food and feed markets and the health sector, and is also used to neutralize acid flue gases",Solvay S.A.,Belgium,Materials,Chemicals,Chemicals,1.0,1.01,1.01
17296,2015,Dense Sodium Carbonate,Soda Ash Dense is the grade for glass manufacture,Solvay S.A.,Belgium,Chemicals,Not used for 2015 reporting,Chemicals,1.0,1.29,1.29
17296,2016,Dense Sodium Carbonate,Soda Ash Dense is the grade for glass manufacture,Solvay S.A.,Belgium,Materials,Chemicals,Chemicals,1.0,1.29,1.29
17296,2015,Light Sodium Carbonate,Soda Ash Light for detergent and chemical applications.,Solvay S.A.,Belgium,Chemicals,Not used for 2015 reporting,Chemicals,1.0,1.19,1.19
17296,2016,Light Sodium Carbonate,Soda Ash Light for detergent and chemical applications.,Solvay S.A.,Belgium,Materials,Chemicals,Chemicals,1.0,1.19,1.19
17659,2014,Staples Sustainable Earth 12A toner cartridge,"The Sustainable Earth by Staples™ 12A toner is the remanufactured toner cartridge counterpart to the Hewlett Packard Company LaserJet Q2612A (12A) toner cartridge. A toner cartridge is a consumable component of a laser printer. The toner cartridge contains the toner, which is a fine, dry powder mixture that makes the actual image on the paper. The toner is transferred to paper via an electrostatic charge, and fused onto the paper during the printing process.","Staples, Inc.",USA,Retailing,Specialty Retail,"Home durables, textiles, & equipment",0.8172,2.526,3.09
17659,2015,Staples Sustainable Earth 12A toner cartridge,"The Sustainable Earth by Staples™ 12A toner is the remanufactured toner cartridge counterpart to the Hewlett Packard Company LaserJet Q2612A (12A) toner cartridge. A toner cartridge is a consumable component of a laser printer. The toner cartridge contains the toner, which is a fine, dry powder mixture that makes the actual image on the paper. The toner is transferred to paper via an electrostatic charge, and fused onto the paper during the printing process.","Staples, Inc.",USA,Retailing,Not used for 2015 reporting,"Home durables, textiles, & equipment",0.8172,2.526,3.09
17659,2014,Staples Sustainable Earth 38A toner cartridge,"The Sustainable Earth by Staples™ 12A toner is the remanufactured toner cartridge counterpart to the Hewlett Packard Company LaserJet Q1338A (38A) toner cartridge. A toner cartridge is a consumable component of a laser printer. The toner cartridge contains the toner, which is a fine, dry powder mixture that makes the actual image on the paper. The toner is transferred to paper via an electrostatic charge, and fused onto the paper during the printing process.","Staples, Inc.",USA,Retailing,Specialty Retail,"Home durables, textiles, & equipment",0.8172,8.38,10.25
17659,2015,Staples Sustainable Earth 38A toner cartridge,"The Sustainable Earth by Staples™ 12A toner is the remanufactured toner cartridge counterpart to the Hewlett Packard Company LaserJet Q1338A (38A) toner cartridge. A toner cartridge is a consumable component of a laser printer. The toner cartridge contains the toner, which is a fine, dry powder mixture that makes the actual image on the paper. The toner is transferred to paper via an electrostatic charge, and fused onto the paper during the printing process.","Staples, Inc.",USA,Retailing,Not used for 2015 reporting,"Home durables, textiles, & equipment",0.8172,8.38,10.25
17673,2015,D21710 Type 5 Corded Power Drill,D21710 Type 5 Corded Power Drill,"Stanley Black & Decker, Inc.",USA,Electrical Equipment and Machinery,Not used for 2015 reporting,Comm. equipm. & capital goods,1.82,55.67,30.59
17673,2016,D21710 Type 5 Corded Power Drill,D21710 Type 5 Corded Power Drill,"Stanley Black & Decker, Inc.",USA,Capital Goods,Electrical Equipment,Comm. equipm. & capital goods,1.82,55.67,30.59
17673,2015,DC988 Type 11 Cordless Power Drill equipment with rechargeable NiCd batteries,DC988 Type 11 Corded Power Drill equipment with rechargeable NiCd batteries,"Stanley Black & Decker, Inc.",USA,Electrical Equipment and Machinery,Not used for 2015 reporting,Comm. equipm. & capital goods,2.7,88.13,32.64
17673,2016,Cordless Power Drill ,DC988 Type 11 Cordless Power Drill equipment with rechargeable NiCd batteries,"Stanley Black & Decker, Inc.",USA,Capital Goods,Electrical Equipment,Comm. equipm. & capital goods,2.7,88.13,32.64
17673,2016,33-725 Tape measure family,FatMax 25 foot tape measure,"Stanley Black & Decker, Inc.",USA,Capital Goods,Electrical Equipment,Comm. equipm. & capital goods,0.5,2.15,4.3
17788,2016,B-Free small cube (European supply chain),"B-Free range welcomes varied work postures -reading, reclining, or leaning in to a conversation. From focused individual work to a casual meeting, B-Free provides thoughtful, comfortable support. Small cube allows nearby informal seating during the work day.The model chosen for analysis is the most representative one (reference N3L C00 010)from the B-Free range.",Steelcase,USA,Commercial & Professional Services,Commercial Services & Supplies,"Home durables, textiles, & equipment",13.05,23.0,1.76
17788,2016,B-Free Table (European supply chain),"B-Free range welcomes varied work postures - reading, reclining, or leaning in to a conversation. From focused individual work to a casual meeting, B-Free provides thoughtful, comfortable support. The model chosen for analysis is the most representative one (reference N3L TW0 220) from the B-Free range.",Steelcase,USA,Commercial & Professional Services,Commercial Services & Supplies,"Home durables, textiles, & equipment",51.7,150.0,2.9
17788,2013,Let’s B task chair,"Let’s B task chair range offers two versions : Let’s B mid backrest and Let’s B high backrest. The range is designed to provide three major benefits: “comfort”, “intuitivity” and “personalization”. The model chosen for analysis is the most frequently ordered one (reference 469 IM 060) from the Let’s B mid backrest range.  Standard features on this model include: - Seat height adjustment - Seat depth adjustment - Back height adjustment - Tilt tension adjustment - Upright position lock - 2D adjustable armrests - Impress upholstery - Standard base",Steelcase,USA,Commercial & Professional Services,Commercial Services & Supplies,"Home durables, textiles, & equipment",19.773,120.0,6.07
17788,2014,Let’s B task chair,"Let’s B task chair range offers two versions : Let’s B mid backrest and Let’s B high backrest. The range is designed to provide three major benefits: “comfort”, “intuitivity” and “personalization”. The model chosen for analysis is the most frequently ordered one (reference 469 IM 060) from the Let’s B mid backrest range.  Standard features on this model include: - Seat height adjustment - Seat depth adjustment - Back height adjustment - Tilt tension adjustment - Upright position lock - 2D adjustable armrests - Impress upholstery - Standard base",Steelcase,USA,Commercial & Professional Services,Commercial Services & Supplies,"Home durables, textiles, & equipment",19.773,120.0,6.07
17788,2016,Eastside (European supply chain),"Eastside is a stackable visitor chair, with no sharp edges. It is easy to reconfigure – ideal for conferencing, impromptu meeting and teaming tasks. As extra options, it can have armrests, a writing tablet and castors.The model chosen for analysis is the most frequently ordered one (reference 412 450 MH) from the Eastside range.",Steelcase,USA,Commercial & Professional Services,Commercial Services & Supplies,"Home durables, textiles, & equipment",6.165,29.0,4.7
17788,2016,Flip Top Twin (European supply chain),"FlipTop Twin is a clever and flexible table for meeting or training rooms. It is very intuitive: the top can be flipped from both sides, to both sides. Once the top is flipped, the tables can be stored in a space saving way. The model chosen for analysis is the most frequently ordered one (reference W4D1C600) from the FlipTop Twin range.",Steelcase,USA,Commercial & Professional Services,Commercial Services & Supplies,"Home durables, textiles, & equipment",32.916,94.0,2.86
17788,2016,FrameOne Bench (European supply chain),"FrameOne Bench is a workstation with light and refined aesthetic. The same product line allows to create differentiated bench settings supporting more effectively the ways users work: - it offers an integrated sliding top. - it can be associated to work tools, lighting, screens and technology. - it features Bench applications with supporting storage - it provides efficient cable management solutions. The model chosen for analysis is the most frequently ordered one (reference W3G17700 and W3G27700) from the FrameOne Bench range. Standard features on this model include: - Top dimensions: 3200 mm x 1600 mm (5.12 m² / four tops of 1600 x 800 mm each) - Melamine top - Steel legs - Cable way for cable management.",Steelcase,USA,Commercial & Professional Services,Commercial Services & Supplies,"Home durables, textiles, & equipment",154.804,380.0,2.45
17788,2016,Fusion (European supply chain),"Fusion is a desking family comprising work surfaces, storage, desk organization and cable management. Fusion is a platform system that structures the whole office space, no matter what work styles are needed. Fusion is flexible and can be assembled and reconfigured quickly. Its consolidated individual work spaces encourage collaborative working.The model chosen for analysis is the most frequently ordered one (Fusion ref. 616 000 100) from the Fusion range.",Steelcase,USA,Commercial & Professional Services,Commercial Services & Supplies,"Home durables, textiles, & equipment",35.331,71.8,2.03
17788,2016,Gesture (European supply chain),"Gesture is the first chair designed to support our interactions with today’stechnologies. Inspired by the human body. Created for the way we work today. Gesture has a synchronized system moving with each user to provide continuous and persistent support, offers unique arms which move like the human arm, allowing users to be supported in any position, possesses a seat that brings comfort all the way to the edges, and features a wide variety of adjustments allowing it to fit an important palette of users and spaces. The model chosen for analysis is the most representative line (reference 442A30) from the Gesture range.",Steelcase,USA,Commercial & Professional Services,Commercial Services & Supplies,"Home durables, textiles, & equipment",35.38,170.0,4.8
17788,2016,Gesture (North American supply chain),"Gesture is is the first chair designed to support our interactions with today’s technologies. Inspired by the human body. Created for the way we work today. Gesture has a synchronized system moving with each user to provide continuous and persistent support, offers unique arms which move like the human arm, allowing users to be supported in any position, possesses a seat that brings comfort all the way to the edges, features a wide variety of adjustments allowing it to fit a important palette of users and spaces.The model chosen for analysis is the most representative one (reference 442A30) from the Gesture range.",Steelcase,USA,Commercial & Professional Services,Commercial Services & Supplies,"Home durables, textiles, & equipment",35.38,180.0,5.09
17788,2016,Implicit (European supply chain),"Implicit is the new generation of personal storage which respond to all storage needs! The materials (steel, melamine and veneer) of the carcass, the top and the fronts can be chosen and mixed together in the Standard and Premium version. Mobile pedestals provide flexibility, juxtaposed pedestals create an extension of the worksurface and supporting replaces a leg of the desk. The model chosen for analysis is the most frequently ordered one (reference 785 M23 003) from the Implicit melamine range. Standard features on this model include: - Width 419 mm / height 566 mm / depth 788 mm - Storage space: 0.097 m3 - Fours drawers thus a pen tray - Melamine boards and fronts - A lock system with a key",Steelcase,USA,Commercial & Professional Services,Commercial Services & Supplies,"Home durables, textiles, & equipment",35.298,98.0,2.78
17788,2016,Kalidro (European supply chain),Simplicity and intelligence is the success of Kalidro. The 4 leg desk system offers a complete range that is easy to install and to configure. The comfortable height adjustment and the smart cable management fulfill customers’ demands.The model chosen for analysis is the most popular model (reference W3812700).,Steelcase,USA,Commercial & Professional Services,Commercial Services & Supplies,"Home durables, textiles, & equipment",37.0,51.5,1.39
17788,2013,"The Activa desks are highly ergonomic and offer different height adjustable versions in a single design. Its modular construction allows very easy assembly and reconfiguration.  The model chosen for analysis is the most frequently ordered one (reference W6412700) from the Activa Telescopic range. Standard features on this model include: - Top dimensions: 1600 mm x 800 mm - Melamine top, Snow WY - Steel leg and frame, Pearl Snow ZW - Telescopic height adjustment from 620 mm to 900 mm - Steel cable tray.","The Activa desks are highly ergonomic and offer different height adjustable versions in a single design. Its modular construction allows very easy assembly and reconfiguration.  The model chosen for analysis is the most frequently ordered one (reference W6412700) from the Activa Telescopic range. Standard features on this model include: - Top dimensions: 1600 mm x 800 mm - Melamine top, Snow WY - Steel leg and frame, Pearl Snow ZW - Telescopic height adjustment from 620 mm to 900 mm - Steel cable tray.",Steelcase,USA,Commercial & Professional Services,Commercial Services & Supplies,"Home durables, textiles, & equipment",44.706,160.0,3.58
17788,2014,Activa desk,"The Activa desks are highly ergonomic and offer different height adjustable versions in a single design. Its modular construction allows very easy assembly and reconfiguration.  The model chosen for analysis is the most frequently ordered one (reference W6412700) from the Activa Telescopic range. Standard features on this model include: - Top dimensions: 1600 mm x 800 mm - Melamine top, Snow WY - Steel leg and frame, Pearl Snow ZW - Telescopic height adjustment from 620 mm to 900 mm - Steel cable tray.",Steelcase,USA,Commercial & Professional Services,Commercial Services & Supplies,"Home durables, textiles, & equipment",44.706,160.0,3.58
17788,2016,Leap (European supply chain),"The Leap office chair is our most ergonomic chair. User tests show it reduces lower back pain, discomfort and musculo-skeletal disorders. That means it will increase your productivity by allowing you to sit more comfortably for longer. It’s all thanks to the Leap chair's advanced design with innovative features such as a flexible backrest, separate upper and lower back controls and a dynamic seat. The model chosen for analysis is the most frequently ordered task chair (model 462 200 MP) from the Leap seating range.",Steelcase,USA,Commercial & Professional Services,Commercial Services & Supplies,"Home durables, textiles, & equipment",26.183,87.8,3.35
17788,2016,Let's B (European supply chain),"Let’s B task chair range offers two versions: Let’s B mid backrest and Let’s B high backrest. The range is designed to provide three major benefits: “comfort”, “intuitivity” and “personalization”. The model chosen for analysis is the most frequently ordered one(reference 469 IM 060) from the Let’s B mid backrest range.",Steelcase,USA,Commercial & Professional Services,Commercial Services & Supplies,"Home durables, textiles, & equipment",25.0,120.0,4.8
17788,2016,Movida (European supply chain),"Movida is simplicity itself. Rounded and welcoming, it is a flexible workstation createdfrom just a few components. It will fit anyapplication you ask of it. The models chosen for analysis offer the most popular Movida combination (reference 290000210)",Steelcase,USA,Commercial & Professional Services,Commercial Services & Supplies,"Home durables, textiles, & equipment",38.337,39.6,1.03
17788,2016,New Think (European supply chain),"New Think is a chair designed for the mobility of users in the workplace. It is smart, simple and sustainable. New Think is Smart: because it does the New Thinking for us. It fosters wellbeing through automatic ergonomic support thanks to its advanced weight activated mechanism and new membrane of flexors. It responds to our changing postures and body movements, allowing us to get to workfaster, making the most of our valuable sit time. Simple: because it is very easy to use. It anticipates our postures, while still giving users the freedom to customize it to their own personal preferences. Sustainable: because it can be easily disassembled with common hand tools making it easy to recycle at end of life, and it has undergone materials chemistry and develop with a life cycle vision to understand and minimize its lifelong impact on the environment. In addition, its back frame and base are composed of recycled materials (PA6) The model chosen for analysis is the most representative line (reference 465A300) from the New Think range.",Steelcase,USA,Commercial & Professional Services,Commercial Services & Supplies,"Home durables, textiles, & equipment",31.0,110.0,3.55
17788,2016,Ology (European supply chain),"Ology is a desking family comprised of height adjustability options, work surfaces, desk organisation options and cable management. Ology offers various ergonomic and antimicrobial treatment options to create a more health-conscious work environment. The model chosen for analysis is the most representative line (reference N111012700) from the Ology range.",Steelcase,USA,Commercial & Professional Services,Commercial Services & Supplies,"Home durables, textiles, & equipment",40.9,95.0,2.32
17788,2016,Partito (European supply chain),"Design and functionality is the key concept of Partito Screen. Clear shapes and straight lines make this screen a harmonious add-on to our desk lines. The enormous range of materials and colours provides individuality. At the same time Partito Screen helps organising your work place and provides visual, territorial and (coming soon) acoustic privacy. The model chosen for analysis is the most popular model (reference W93A1270 + Option: 38 + Option: 1SP)",Steelcase,USA,Commercial & Professional Services,Commercial Services & Supplies,"Home durables, textiles, & equipment",14.963,60.0,4.01
